"
Rennes
","
Lille
"
Starting XI
1,B. Costil,[],1,V. Enyeama,"[('sub-out', ""65'"")]"
25,Afonso Figueiredo,[],18,F. Béria,"[('yellow-card', ""55'"")]"
4,Mexer,[],2,S. Corchia,[]
19,D. Cavare,[],22,J. Alonso,[]
32,J. Gnagnon,[],24,R. Mavuba,"[('sub-out', ""46'"")]"
28,Y. Gourcuff,[],17,Rony Lopes,[]
6,G. Fernandes,"[('sub-out', ""75'"")]",8,Xeka,[]
26,S. Prcić,[],6,I. Amadou,[]
21,B. André,[],7,A. El Ghazi,[]
7,N. Mubele,"[('sub-out', ""84'"")]",12,N. de Préville,[]
13,G. Sio,"[('sub-out', ""89'"")]",19,Éder,"[('sub-out', ""46'"")]"
