"
Barcelona
","
Real Sociedad
"
Starting XI
1,M. ter Stegen,[],1,G. Rulli,[]
3,Piqué,"[('yellow-card', ""88'"")]",20,Joseba Zaldúa,[]
23,S. Umtiti,[],19,Yuri,[]
18,Jordi Alba,[],6,Íñigo Martínez,[]
21,André Gomes,"[('sub-out', ""69'"")]",22,Raúl Navas,[]
20,Sergi Roberto,[],17,Zurutuza,"[('sub-out', ""84'"")]"
5,Busquets,[],4,Illarramendi,"[('yellow-card', ""49'"")]"
4,I. Rakitić,[],10,Xabi Prieto,[]
9,L. Suárez,"[('yellow-card', ""68'"")]",11,C. Vela,"[('yellow-card', ""7'""), ('sub-out', ""62'"")]"
17,Paco Alcácer,"[('yellow-card', ""41'""), ('sub-out', ""79'"")]",12,Willian José,"[('sub-out', ""79'"")]"
10,L. Messi,[],18,Mikel Oyarzabal,[]
