"
Willem II
","
NEC
"
Starting XI
1,K. Lamprou,[],1,J. Delle,[]
46,P. van Anholt,[],6,M. Dyrestam,[]
29,D. Lachman,[],24,A. Fomitschow,"[('yellow-card', ""79'"")]"
26,K. Tshimanga,[],3,D. Dumić,[]
4,J. Peters,[],4,W. Golla,[]
8,T. Haye,"[('sub-out', ""66'"")]",19,J. von Haacke,"[('yellow-card', ""59'"")]"
10,E. Falkenburg,"[('sub-out', ""81'"")]",34,G. Breinburg,[]
25,E. Lieftink,[],8,Janio Bikel,"[('sub-out', ""59'"")]"
20,A. Kali,[],18,K. Mayi,"[('sub-out', ""59'"")]"
9,Fran Sol,[],17,J. Grot,[]
14,J. Croux,"[('sub-out', ""77'"")]",20,M. Rayhi,"[('sub-out', ""90'+"")]"
