"
Monaco
","
Metz
"
Starting XI
1,D. Subašić,[],1,T. Didillon,[]
24,A. Raggi,[],6,S. Falette,[]
38,A. Touré,[],3,J. Rivierez,"[('yellow-card', ""66'"")]"
25,K. Glik,[],5,G. Milán,[]
23,B. Mendy,"[('yellow-card', ""61'""), ('sub-out', ""64'"")]",13,F. Signorino,"[('yellow-card', ""77'"")]"
2,Fabinho,[],2,F. Diagne,[]
10,Bernardo Silva,[],10,C. Doukouré,"[('sub-out', ""85'"")]"
26,Boschilia,"[('sub-out', ""69'"")]",24,R. Cohade,"[('sub-out', ""71'"")]"
8,João Moutinho,[],26,I. Sarr,[]
29,K. Mbappe ,[],19,F. Mollet,"[('yellow-card', ""63'"")]"
9,R. Falcao,"[('sub-out', ""81'"")]",9,M. Erdinç,[]
