"
Tunisia
","
Senegal
"
Starting XI
16,A. Mathlouthi,[],1,A. Diallo,[]
21,H. Nagguez,[],4,C. M'Bengue,"[('yellow-card', ""36'"")]"
3,A. Abdennour,"[('yellow-card', ""9'"")]",21,L. Gassama,[]
12,A. Maâloul,[],3,K. Koulibaly,"[('yellow-card', ""41'"")]"
2,S. Ben Youssef,[],2,K. Mbodji,[]
8,H. Lahmar,[],8,C. Kouyaté,"[('sub-out', ""88'"")]"
15,L. Azouni,"[('sub-out', ""46'"")]",5,I. Gueye,[]
13,F. Sassi,[],17,Papa Alioune N'Diaye,"[('sub-out', ""72'"")]"
23,N. Sliti,[],9,M. Diouf,[]
7,Y. Msakni,[],10,S. Mané,[]
9,A. Akaïchi,"[('sub-out', ""64'"")]",20,B. Keita,"[('sub-out', ""62'"")]"
