"
ADO Den Haag
","
Sparta Rotterdam
"
Starting XI
1,E. Šetkus,[],1,R. Kortsmit,[]
4,T. Beugelsdijk,[],3,S. Floranus,"[('yellow-card', ""49'"")]"
5,W. Kanon,"[('sub-out', ""71'"")]",5,M. Breuer,"[('sub-out', ""83'"")]"
3,T. Meißner,[],6,B. Vriends,[]
28,T. Ebuehi,[],2,D. Dumfries,[]
12,T. Trybull,[],4,K. Dougall,[]
23,H. Hevel,"[('yellow-card', ""38'""), ('sec-yellow-card', ""79'"")]",10,P. van Moorsel,"[('sub-out', ""67'"")]"
6,A. El Mahdioui,[],8,D. Mendes da Silva,"[('sub-out', ""63'"")]"
20,R. Schaken,[],11,L. Brogno,"[('yellow-card', ""90'+"")]"
33,G. Kastaneer,"[('sub-out', ""82'"")]",7,T. Verhaar,[]
77,S. Becker,"[('sub-out', ""72'"")]",9,Z. El Azzouzi,[]
