"
Eintracht Frankfurt
","
Ingolstadt"
Starting XI
1,L. Hradecky,[],35,M. Hansen,[]
5,Jesús Vallejo,"[('sub-out', ""45'"")]",18,R. Brégerie,[]
22,T. Chandler,"[('yellow-card', ""78'"")]",34,M. Matip,[]
6,B. Oczipka,[],32,M. Tisserand,"[('sub-out', ""61'"")]"
19,D. Abraham,"[('red-card', ""34'"")]",29,M. Suttner,[]
28,A. Barkok,"[('sub-out', ""63'"")]",33,F. Hadergjonaj,[]
39,Omar Mascarell,"[('yellow-card', ""23'"")]",6,A. Morales,[]
20,M. Hasebe,[],36,A. Cohen,"[('sub-out', ""90'+"")]"
9,H. Seferović,[],10,P. Groß,[]
17,A. Rebić,"[('yellow-card', ""35'"")]",7,M. Leckie,"[('red-card', ""81'"")]"
14,A. Meier,"[('sub-out', ""83'"")]",11,D. Lezcano,"[('sub-out', ""89'"")]"
