"
Guadalajara
","
Toluca
"
Starting XI
30,R. Cota,[],1,A. Talavera,[]
6,Edwin Hernández,[],5,O. González,"[('yellow-card', ""83'"")]"
3,C. Salcido,[],29,Rodrigo Salinas,[]
2,O. Alanís,[],2,E. Velarde,[]
7,O. Pineda,[],4,P. Da Silva,"[('yellow-card', ""76'"")]"
20,R. Pizarro,[],24,P. Barrientos,"[('sub-out', ""85'"")]"
23,J. Vázquez,[],15,A. Ríos,"[('sub-out', ""56'"")]"
9,A. Pulido,"[('sub-out', ""74'"")]",25,J. Méndez,[]
14,Á. Zaldívar,"[('sub-out', ""63'"")]",19,R. Sambueza,"[('red-card', ""34'"")]"
11,I. Brizuela,"[('sub-out', ""39'"")]",20,F. Uribe,"[('sub-out', ""60'"")]"
17,J. Sánchez,[],7,Gabriel Hauche,"[('red-card', ""79'"")]"
