"
Ingolstadt
","
Mainz 05
"
Starting XI
35,M. Hansen,"[('yellow-card', ""90'+"")]",1,J. Lössl,[]
34,M. Matip,"[('yellow-card', ""59'"")]",3,L. Balogun,"[('yellow-card', ""33'""), ('sub-out', ""46'"")]"
18,R. Brégerie,[],16,S. Bell,[]
33,F. Hadergjonaj,"[('yellow-card', ""65'"")]",18,D. Brosinski,[]
29,M. Suttner,"[('sub-out', ""84'"")]",26,N. Bungert,"[('sub-out', ""67'"")]"
36,A. Cohen,[],22,André Ramalho,"[('yellow-card', ""68'"")]"
10,P. Groß,[],8,L. Öztunali,[]
8,Roger,[],25,J. Gbamin,[]
6,A. Morales,[],6,D. Latza,"[('yellow-card', ""76'""), ('sub-out', ""80'"")]"
11,D. Lezcano,"[('sub-out', ""89'"")]",32,P. De Blasis,[]
7,M. Leckie,"[('sub-out', ""77'"")]",15,J. Córdoba,[]
