"
Necaxa
","
Atlas
"
Starting XI
1,M. Barovero,[],30,M. Fraga,[]
33,M. De Luna,[],12,D. Arreola,[]
2,B. Beckeles,"[('yellow-card', ""36'"")]",3,L. Jiménez,[]
4,J. Chávez,[],18,L. Robles,[]
11,J. Isijara,"[('sub-out', ""55'"")]",4,R. Márquez,"[('sub-out', ""84'"")]"
7,M. García,[],13,J. Salas,"[('sub-out', ""46'"")]"
22,E. Puch,[],14,R. Reyes,[]
8,X. Báez,"[('sub-out', ""66'"")]",9,F. Martínez,"[('sub-out', ""66'"")]"
24,J. Aguirre,"[('yellow-card', ""28'"")]",20,C. Aboagye,[]
18,F. Gallegos,[],27,J. Madueña,[]
19,C. Riaño,"[('sub-out', ""76'"")]",28,M. Barragán,[]
