"
Watford
","
Swansea City
"
Starting XI
1,Gomes,[],1,Ł. Fabiański,[]
5,S. Prödl,[],26,K. Naughton,[]
25,J. Holebas,[],33,F. Fernández,[]
22,D. Janmaat,[],6,A. Mawson,[]
6,A. Mariappa,[],16,Martin Olsson,[]
7,N. Amrabat,"[('sub-out', ""64'"")]",23,G. Sigurðsson,[]
29,E. Capoue,[],8,L. Fer,[]
8,T. Cleverley,"[('sub-out', ""89'"")]",4,Sung-Yeung Ki,[]
16,A. Doucouré,[],56,J. Fulton,"[('sub-out', ""67'"")]"
9,T. Deeney,[],28,L. Narsingh,"[('sub-out', ""58'"")]"
21,M. Niang,"[('sub-out', ""78'"")]",9,Llorente,"[('sub-out', ""81'"")]"
