"
Colorado Rapids
","
Seattle Sounders
"
Starting XI
18,Z. MacMath,[],24,S. Frei,[]
33,J. Watts,[],29,R. Torres,"[('yellow-card', ""14'"")]"
3,E. Miller,[],33,J. Jones,[]
4,M. Burch,"[('yellow-card', ""68'"")]",14,C. Marshall,[]
44,A. Sjöberg,[],4,T. Mears,[]
8,D. Powers,[],7,C. Roldan,[]
22,M. Azira,"[('sub-out', ""73'"")]",23,A. Ivanschitz,"[('sub-out', ""51'"")]"
13,J. Jones,[],6,O. Alonso,"[('sub-out', ""74'"")]"
9,K. Doyle,[],10,N. Lodeiro,[]
11,S. Gashi,"[('sub-out', ""85'"")]",16,N. Valdez,"[('sub-out', ""88'"")]"
7,S. Le Toux,"[('sub-out', ""59'"")]",13,J. Morris,[]
