"
Las Palmas
","
Osasuna
"
Starting XI
13,Javi Varas,[],25,S. Sirigu,[]
2,David Simón,[],5,David García,"[('yellow-card', ""11'"")]"
17,Bigas,[],15,Unai García,[]
3,M. Lemos,"[('sub-out', ""83'"")]",6,Oier,[]
23,Dani Castellano,"[('yellow-card', ""43'"")]",16,Fuentes,[]
15,Roque Mesa,"[('yellow-card', ""22'"")]",20,De las Cuevas,"[('sub-out', ""73'"")]"
4,Vicente Gómez,[],17,Jaime Romero,[]
21,Jonathan Viera,[],18,Fran Mérida,"[('yellow-card', ""75'"")]"
9,M. Livaja,"[('yellow-card', ""18'""), ('sub-out', ""73'"")]",24,R. Loé,"[('yellow-card', ""82'"")]"
24,Tana,"[('sub-out', ""68'"")]",35,Olavide,"[('sub-out', ""59'"")]"
10,Jesé,[],19,Kenan,"[('yellow-card', ""63'"")]"
