"
Bayern München
","
Augsburg
"
Starting XI
26,S. Ulreich,[],35,M. Hitz,[]
5,M. Hummels,"[('sub-out', ""73'"")]",31,P. Max,[]
21,P. Lahm,[],2,P. Verhaegh,"[('sub-out', ""80'"")]"
17,J. Boateng,[],16,C. Janker,"[('yellow-card', ""81'"")]"
32,J. Kimmich,[],40,T. Rieder,[]
6,Thiago Alcântara,"[('sub-out', ""66'"")]",38,K. Danso,[]
7,F. Ribéry,[],20,G. Kačar,[]
18,Juan Bernat,[],14,J. Morávek,"[('sub-out', ""46'"")]"
9,R. Lewandowski,[],21,D. Kohr,"[('yellow-card', ""12'"")]"
29,K. Coman,"[('sub-out', ""62'"")]",25,R. Bobadilla,"[('sub-out', ""46'"")]"
25,T. Müller,[],22,Dong-Won Ji,[]
