"
Feyenoord
","
Go Ahead Eagles"
Starting XI
25,B. Jones,[],1,T. Zwarthoed,[]
18,M. Nelom,[],3,S. Fischer,[]
6,J. van der Heijden,[],32,J. Groenbast,[]
26,B. Nieuwkoop,"[('sub-out', ""69'"")]",4,X. Schenk,[]
33,Eric Botteghin,[],6,S. Duits,[]
28,J. Toornstra,[],29,Chirivella,[]
8,K. El Ahmadi,[],24,M. Ritzmaier,[]
29,M. Kramer,[],7,D. Crowley,"[('sub-out', ""46'"")]"
7,D. Kuijt,[],28,E. Manu,"[('sub-out', ""82'"")]"
11,E. Elia,"[('sub-out', ""60'"")]",19,S. Hendriks,"[('sub-out', ""46'"")]"
19,S. Berghuis,"[('sub-out', ""75'"")]",77,J. Antonia,[]
