"
Deportivo La Coruña
","
Málaga
"
Starting XI
1,G. Lux,[],1,C. Kameni,[]
12,Sidnei,[],24,Luis Hernández,"[('yellow-card', ""24'""), ('sub-out', ""59'"")]"
14,Alejandro Arribas,"[('yellow-card', ""72'"")]",7,Juan Carlos,[]
16,Luisinho,[],18,R. Rosales,[]
2,Juanfran,[],5,Diego Llorente,[]
22,C. Borges,[],4,M. Villanueva,[]
20,Guilherme,"[('yellow-card', ""22'"")]",11,G. Castro,"[('sub-out', ""59'"")]"
21,Bruno Gama,"[('sub-out', ""63'"")]",14,Recio,"[('yellow-card', ""23'""), ('sub-out', ""71'"")]"
11,Carles Gil,"[('yellow-card', ""90'+"")]",31,Pablo Fornals,[]
23,G. Kakuta,"[('sub-out', ""82'"")]",6,Ignacio Camacho,"[('yellow-card', ""84'"")]"
7,Joselu,"[('sub-out', ""59'"")]",19,Sandro Ramírez,[]
