"
Bayern München
","
Eintracht Frankfurt
"
Starting XI
1,M. Neuer,[],1,L. Hradecky,[]
5,M. Hummels,[],22,T. Chandler,[]
21,P. Lahm,[],15,M. Hector,[]
27,D. Alaba,"[('yellow-card', ""56'"")]",33,T. Tawatha,[]
23,A. Vidal,"[('yellow-card', ""36'""), ('sub-out', ""78'"")]",19,D. Abraham,[]
8,Javi Martínez,"[('sub-out', ""65'"")]",11,M. Gaćinović,[]
11,Douglas Costa,[],39,Omar Mascarell,"[('yellow-card', ""36'"")]"
6,Thiago Alcântara,[],20,M. Hasebe,"[('yellow-card', ""45'+""), ('sub-out', ""64'"")]"
10,A. Robben,[],7,D. Blum,"[('sub-out', ""70'"")]"
25,T. Müller,[],17,A. Rebić,"[('yellow-card', ""23'"")]"
9,R. Lewandowski,"[('sub-out', ""75'"")]",31,B. Hrgota,"[('sub-out', ""78'"")]"
