"
Athletic Club
","
Deportivo La Coruña
"
Starting XI
1,Iraizoz,[],13,P. Tytoń,[]
6,San José,"[('yellow-card', ""62'"")]",6,Albentosa,[]
27,Yeray Álvarez,[],12,Sidnei,[]
24,Balenziaga,[],3,Fernando Navarro,"[('yellow-card', ""58'"")]"
4,A. Laporte,[],20,Guilherme,[]
18,De Marcos,[],2,Juanfran,[]
22,Raúl García,"[('sub-out', ""68'"")]",8,E. Çolak,"[('sub-out', ""87'"")]"
7,Beñat,"[('sub-out', ""68'"")]",11,Carles Gil,[]
11,Iñaki Williams,"[('sub-out', ""85'"")]",22,C. Borges,[]
20,Aduriz,[],10,F. Andone,"[('sub-out', ""74'"")]"
10,Muniain,[],23,G. Kakuta,"[('sub-out', ""67'"")]"
