"
Go Ahead Eagles
","
ADO Den Haag
"
Starting XI
1,T. Zwarthoed,[],1,E. Šetkus,"[('red-card', ""73'"")]"
3,S. Fischer,[],3,T. Meißner,[]
4,X. Schenk,[],4,T. Beugelsdijk,[]
32,J. Groenbast,[],2,D. Malone,[]
29,Chirivella,[],28,T. Ebuehi,[]
24,M. Ritzmaier,[],5,W. Kanon,"[('yellow-card', ""44'"")]"
6,S. Duits,[],12,T. Trybull,[]
7,D. Crowley,"[('sub-out', ""89'"")]",20,R. Schaken,"[('sub-out', ""46'"")]"
77,J. Antonia,[],11,R. Wolters,"[('sub-out', ""67'"")]"
19,S. Hendriks,"[('sub-out', ""90'+"")]",19,G. Fernandez,"[('sub-out', ""46'"")]"
11,L. Marengo,"[('sub-out', ""78'"")]",21,E. Duplan,[]
