90' + 3',substitution,Substitution sub-out Aaron Hunt sub-in Vasilije Janjicic .
85',substitution,Substitution sub-out Bobby Wood sub-in Pierre-Michel Lasogga .
82',yellow-card,Yellow Card Benjamin Hübner.
82',yellow-card,Yellow Card Dennis Diekmeier.
81',substitution,Substitution sub-out Filip Kostić sub-in Michael Gregoritsch .
78',substitution,Substitution sub-out Ermin Bicakcic sub-in Mark Uth .
75',assist,Assist Bobby Wood.
75',goal,Goal Aaron Hunt.
68',yellow-card,Yellow Card Kyriakos Papadopoulos.
62',yellow-card,Yellow Card Steven Zuber.
61',substitution,Substitution sub-out Marco Terrazzino sub-in Lukas Rupp .
51',yellow-card,Yellow Card Walace.
46',substitution,Substitution sub-out Sebastian Rudy sub-in Nadiem Amiri .
40',yellow-card,Yellow Card Filip Kostić.
36',yellow-card,Yellow Card Andrej Kramaric.
35',penalty-goal,Penalty Goal Andrej Kramaric.
32',yellow-card,Yellow Card Sebastian Rudy.
25',goal,Goal Aaron Hunt.
