90' + 4',yellow-card,Yellow Card Milan Biševac.
88',assist,Assist Jonathan Delaplace.
88',goal,Goal R. Rodelin.
87',substitution,Substitution sub-out Cheick Tidiane Diabaté sub-in Mevlüt Erdinç .
83',assist,Assist Balliu.
83',goal,Goal Cheick Tidiane Diabaté.
78',substitution,Substitution sub-out Nicolas Seube sub-in Sayam Ben Youssef .
74',assist,Assist Vincent Bessat.
74',goal,Goal Ivan Santini.
65',assist,Assist Balliu.
65',goal,Goal Ismaïla Sarr.
64',substitution,Substitution sub-out Opa Nguette sub-in Ismaïla Sarr .
56',yellow-card,Yellow Card Jordan Adeoti.
10',substitution,Substitution sub-out Romain Genevois sub-in Ismael Diomande .
