85',substitution,Substitution sub-out Roque Mesa sub-in Asdrúbal .
85',substitution,Substitution sub-out Marko Livaja sub-in Hernán .
82',yellow-card,Yellow Card Marko Livaja.
81',substitution,Substitution sub-out D. Machís sub-in Carl Medjani .
76',penalty-goal,Penalty Goal Guerrero.
75',yellow-card,Yellow Card David García.
71',substitution,Substitution sub-out Momo sub-in Montoro .
69',substitution,Substitution sub-out Gabriel sub-in Unai López .
68',yellow-card,Yellow Card Michel.
46',substitution,Substitution sub-out Unai Bustinza sub-in Guerrero .
36',yellow-card,Yellow Card Víctor Díaz.
22',yellow-card,Yellow Card Martin Maximiliano Mantovani.
21',assist,Assist Michel.
21',goal,Goal Marko Livaja.
8',yellow-card,Yellow Card Unai Bustinza.
