90' + 2',assist,Assist Miquel Nelom.
90' + 2',goal,Goal Eljero Elia.
86',assist,Assist Loris Brogno.
86',goal,Goal Thomas Verhaar.
79',substitution,Substitution sub-out Craig Goodwin sub-in Thomas Verhaar .
76',substitution,Substitution sub-out Nicolai Jörgensen sub-in Michiel Kramer .
73',assist,Assist Jan-Arie van der Heijden.
73',goal,Goal Eric Botteghin.
69',substitution,Substitution sub-out Jens Toornstra sub-in Simon Gustafsson .
65',substitution,Substitution sub-out Dirk Kuyt sub-in Bilal Basacikoglu .
64',assist,Assist Eljero Elia.
64',goal,Goal Nicolai Jörgensen.
61',substitution,Substitution sub-out Zakaria El Azzouzi sub-in Mathias Pogba .
60',substitution,Substitution sub-out Bart Vriends sub-in Paco Van Moorsel .
59',assist,Assist Jens Toornstra.
59',goal,Goal Nicolai Jörgensen.
43',assist,Assist Rick Karsdorp.
43',goal,Goal Jens Toornstra.
40',yellow-card,Yellow Card Bart Vriends.
37',yellow-card,Yellow Card Jan-Arie van der Heijden.
24',goal,Goal T. Vilhena.
1',yellow-card,Yellow Card Mart Dijkstra.
