90' + 3',substitution,Substitution sub-out Timo Werner sub-in Rani Khedira .
90' + 2',yellow-card,Yellow Card Davie Selke.
90' + 1',substitution,Substitution sub-out Naby Deco Keïta sub-in Dominik Kaiser .
90',yellow-card,Yellow Card Benjamin Hübner.
88',yellow-card,Yellow Card Adam Szalai.
85',yellow-card,Yellow Card Marvin Compper.
77',assist,Assist Naby Deco Keïta.
77',goal,Goal Marcel Sabitzer.
76',substitution,Substitution sub-out Nadiem Amiri sub-in Adam Szalai .
73',substitution,Substitution sub-out Yussuf Poulsen sub-in Davie Selke .
63',substitution,Substitution sub-out Andrej Kramaric sub-in Mark Uth .
60',red-card,Red Card Sandro Wagner.
46',substitution,Substitution sub-out Kevin Vogt sub-in Fabian Schaer .
38',assist,Assist Naby Deco Keïta.
38',goal,Goal Timo Werner.
35',yellow-card,Yellow Card Yussuf Poulsen.
25',yellow-card,Yellow Card Nadiem Amiri.
18',assist,Assist Andrej Kramaric.
18',goal,Goal Nadiem Amiri.
