90' + 3',yellow-card,Yellow Card Bruno González.
86',substitution,Substitution sub-out Carmona sub-in Burgui .
84',yellow-card,Yellow Card Lillo.
83',substitution,Substitution sub-out Jonas Martin sub-in N. Leiva .
76',substitution,Substitution sub-out Duje Cop sub-in Carlos Castro .
61',substitution,Substitution sub-out Víctor Rodríguez sub-in Moisés Gómez .
59',yellow-card,Yellow Card Dani Ceballos.
53',substitution,Substitution sub-out Darko Brasanac sub-in Petros .
52',substitution,Substitution sub-out Roman Zozulya sub-in Álex Alegría .
21',yellow-card,Yellow Card Babin.
