"
Sevilla
","
Málaga
"
Starting XI
1,Sergio Rico,[],13,D. Boyko,[]
23,A. Rami,"[('yellow-card', ""61'""), ('sec-yellow-card', ""61'"")]",7,Juan Carlos,"[('sub-out', ""64'"")]"
21,N. Pareja,"[('yellow-card', ""29'""), ('sub-out', ""46'"")]",18,R. Rosales,"[('yellow-card', ""82'"")]"
24,G. Mercado,"[('sub-out', ""46'"")]",5,Diego Llorente,[]
15,S. N'Zonzi,"[('yellow-card', ""58'"")]",15,F. Ricca,"[('sub-out', ""46'"")]"
20,Vitolo,[],23,Miguel Torres,[]
8,Iborra,[],4,M. Villanueva,"[('yellow-card', ""90'+"")]"
17,Pablo Sarabia,[],10,J. Añor,"[('sub-out', ""46'"")]"
10,S. Nasri,[],31,Pablo Fornals,[]
12,W. Ben Yedder,"[('sub-out', ""67'"")]",6,Ignacio Camacho,[]
9,L. Vietto,[],19,Sandro Ramírez,[]
