"
Toulouse
","
Nantes"
Starting XI
40,A. Lafont,[],30,M. Dupé,[]
29,F. Moubandje,[],3,Diego Carlos,[]
12,Issiaga Sylla,"[('yellow-card', ""25'""), ('sub-out', ""56'"")]",26,K. Djidji,"[('yellow-card', ""81'"")]"
2,K. Adou,[],15,L. Dubois,[]
5,I. Diop,[],6,Lucas Lima,[]
6,C. Jullien,[],27,G. Gillet,[]
10,O. Trejo,"[('sub-out', ""71'"")]",14,A. Harit,[]
19,Somália,[],7,J. Iloki,"[('sub-out', ""81'"")]"
4,T. Doumbia,"[('sub-out', ""69'"")]",19,A. Touré,"[('yellow-card', ""62'""), ('sub-out', ""75'"")]"
27,A. Blin,[],18,M. Stępiński,"[('sub-out', ""41'"")]"
9,M. Braithwaite,[],9,E. Sala,[]
