"
Pescara
","
Sassuolo
"
Starting XI
31,A. Bizzarri,[],47,A. Consigli,[]
35,A. Coda,"[('yellow-card', ""20'""), ('sub-out', ""74'"")]",28,P. Cannavaro,[]
2,A. Crescenzi,[],20,Pol Lirola,"[('sub-out', ""54'"")]"
44,M. Fornasier,[],15,F. Acerbi,[]
86,G. Stendardo,[],13,F. Peluso,[]
3,C. Biraghi,[],6,L. Pellegrini,"[('yellow-card', ""43'""), ('sub-out', ""81'"")]"
7,V. Verre,"[('sub-out', ""63'"")]",22,L. Mazzitelli,[]
6,B. Cristante,"[('yellow-card', ""84'"")]",21,A. Aquilani,[]
5,A. Bruno,"[('yellow-card', ""43'"")]",16,M. Politano,"[('yellow-card', ""90'"")]"
15,J. Bahebeck,"[('sub-out', ""66'"")]",10,A. Matri,"[('yellow-card', ""25'""), ('sub-out', ""75'"")]"
17,G. Caprari,"[('yellow-card', ""16'"")]",25,D. Berardi,"[('yellow-card', ""39'"")]"
