"
Leganés
","
Celta de Vigo
"
Starting XI
13,Iago Herrerín,[],1,Sergio Álvarez,[]
17,Víctor Díaz,[],20,Sergi Gómez,[]
4,Adrián Marín,[],3,Fontàs,"[('yellow-card', ""45'+"")]"
18,Pablo Ínsua,[],21,Planas,[]
5,M. Mantovani,[],2,Hugo Mallo,[]
21,Rubén Pérez,[],23,Josep Señé,"[('sub-out', ""90'"")]"
8,Gabriel,"[('yellow-card', ""87'"")]",8,P. Hernández,[]
19,Unai López,"[('sub-out', ""73'"")]",6,N. Radoja,[]
11,A. Szymanowski,"[('sub-out', ""73'"")]",11,P. Sisto,[]
24,Timor,"[('sub-out', ""53'"")]",15,Álvaro Lemos,"[('sub-out', ""79'"")]"
9,Guerrero,[],25,G. Rossi,"[('sub-out', ""43'"")]"
