"
Liverpool
","
AFC Bournemouth
"
Starting XI
22,S. Mignolet,[],1,A. Boruc,[]
17,R. Klavan,[],11,C. Daniels,[]
6,D. Lovren,[],15,A. Smith,[]
2,N. Clyne,[],2,S. Francis,[]
23,E. Can,[],3,S. Cook,[]
21,Lucas Leiva,"[('yellow-card', ""28'"")]",7,M. Pugh,"[('sub-out', ""83'"")]"
7,J. Milner,[],33,J. Ibe,"[('sub-out', ""61'"")]"
5,G. Wijnaldum,[],32,J. Wilshere,[]
10,Philippe Coutinho,"[('sub-out', ""65'"")]",8,H. Arter,[]
11,Roberto Firmino,[],9,B. Afobe,[]
27,D. Origi,[],17,J. King,[]
