"
Go Ahead Eagles
","
Vitesse
"
Starting XI
1,T. Zwarthoed,[],1,E. Room,"[('sub-out', ""71'"")]"
3,S. Fischer,"[('sub-out', ""71'"")]",19,M. Miazga,[]
4,X. Schenk,[],37,G. Kashia,[]
32,J. Groenbast,[],17,K. Diks,[]
24,M. Ritzmaier,"[('yellow-card', ""67'"")]",5,K. Leerdam,[]
29,Chirivella,[],25,N. Foor,"[('sub-out', ""80'"")]"
7,D. Crowley,[],18,M. Nakamba,[]
6,S. Duits,"[('yellow-card', ""59'"")]",34,L. Baker,[]
19,S. Hendriks,"[('sub-out', ""57'"")]",11,Nathan,[]
77,J. Antonia,"[('sub-out', ""80'"")]",7,M. Rashica,[]
28,E. Manu,"[('yellow-card', ""59'"")]",13,R. van Wolfswinkel,"[('yellow-card', ""23'""), ('sub-out', ""86'"")]"
