"
Freiburg
","
Werder Bremen
"
Starting XI
1,A. Schwolow,[],42,F. Wiedwald,[]
20,M. Kempf,"[('yellow-card', ""27'"")]",4,R. Bauer,"[('sub-out', ""40'"")]"
2,A. Ignjovski,"[('sub-out', ""46'"")]",18,N. Moisander,[]
30,C. Günter,[],23,T. Gebre Selassie,[]
5,M. Gulde,[],3,L. Caldirola,"[('yellow-card', ""81'"")]"
26,M. Philipp,[],6,T. Delaney,[]
32,V. Grifo,[],35,M. Eggestein,[]
6,A. Abrashi,"[('sub-out', ""46'"")]",22,F. Bartels,"[('sub-out', ""76'"")]"
8,M. Frantz,[],27,F. Grillitsch,"[('sub-out', ""89'"")]"
19,J. Haberer,[],13,M. Veljkovic,[]
7,F. Niederlechner,"[('sub-out', ""46'"")]",10,M. Kruse,[]
