"
Napoli
","
Torino
"
Starting XI
25,Pepe Reina,[],21,J. Hart,[]
21,V. Chiricheș,[],24,E. Moretti,"[('yellow-card', ""60'"")]"
33,Albiol,[],23,A. Barreca,[]
31,F. Ghoulam,[],29,L. De Silvestri,"[('sub-out', ""56'"")]"
2,E. Hysaj,[],13,L. Rossettini,"[('yellow-card', ""34'"")]"
8,Jorginho,"[('sub-out', ""69'"")]",7,D. Zappacosta,[]
17,M. Hamšík,[],15,M. Benassi,[]
20,P. Zieliński,"[('sub-out', ""73'"")]",18,M. Valdifiori,"[('sub-out', ""46'"")]"
24,L. Insigne,"[('sub-out', ""81'"")]",8,D. Baselli,"[('sub-out', ""67'"")]"
14,D. Mertens,[],10,A. Ljajić,[]
7,José Callejón,[],9,A. Belotti,[]
