"
PSG
","
Monaco
"
Starting XI
1,K. Trapp,"[('sub-out', ""54'"")]",1,D. Subašić,[]
12,T. Meunier,[],25,K. Glik,[]
20,L. Kurzawa,[],23,B. Mendy,[]
5,Marquinhos,[],2,Fabinho,[]
2,Thiago Silva,[],5,Jemerson,[]
23,J. Draxler,"[('sub-out', ""87'"")]",19,D. Sidibé,"[('yellow-card', ""80'"")]"
7,Lucas Moura,"[('sub-out', ""60'"")]",10,Bernardo Silva,[]
14,B. Matuidi,[],14,T. Bakayoko,"[('sub-out', ""89'"")]"
25,A. Rabiot,[],27,T. Lemar,"[('sub-out', ""83'"")]"
8,T. Motta,[],9,R. Falcao,[]
9,E. Cavani,[],18,V. Germain,"[('sub-out', ""76'"")]"
