"
Mainz 05
","
Hamburger SV
"
Starting XI
1,J. Lössl,[],31,C. Mathenia,[]
42,A. Hack,[],2,D. Diekmeier,"[('sub-out', ""71'"")]"
16,S. Bell,[],6,Douglas Santos,[]
18,D. Brosinski,[],4,E. Spahić,"[('yellow-card', ""43'"")]"
2,G. Donati,[],28,G. Jung,[]
6,D. Latza,"[('yellow-card', ""68'""), ('sub-out', ""90'"")]",24,G. Sakai,[]
10,Y. Mallı,[],22,M. Ostrzolek,"[('yellow-card', ""79'"")]"
22,André Ramalho,"[('sub-out', ""83'"")]",17,F. Kostić,[]
32,P. De Blasis,"[('yellow-card', ""41'"")]",11,M. Gregoritsch,"[('yellow-card', ""53'""), ('sub-out', ""71'"")]"
21,K. Onisiwo,"[('sub-out', ""76'"")]",27,N. Müller,[]
15,J. Córdoba,[],7,B. Wood,"[('sub-out', ""84'"")]"
