"
Eintracht Frankfurt
","
Ingolstadt"
Starting XI
1,L. Hradecky,[],35,M. Hansen,[]
5,Jesús Vallejo,"[('sub-out', ""45'"")]",33,F. Hadergjonaj,[]
19,D. Abraham,"[('red-card', ""34'"")]",29,M. Suttner,[]
6,B. Oczipka,[],18,R. Brégerie,[]
22,T. Chandler,"[('yellow-card', ""78'"")]",34,M. Matip,[]
39,Omar Mascarell,"[('yellow-card', ""23'"")]",32,M. Tisserand,"[('sub-out', ""61'"")]"
20,M. Hasebe,[],6,A. Morales,[]
28,A. Barkok,"[('sub-out', ""63'"")]",10,P. Groß,[]
14,A. Meier,"[('sub-out', ""83'"")]",36,A. Cohen,"[('sub-out', ""90'+"")]"
9,H. Seferović,[],11,D. Lezcano,"[('sub-out', ""89'"")]"
17,A. Rebić,"[('yellow-card', ""35'"")]",7,M. Leckie,"[('red-card', ""81'"")]"
