"
Palermo
","
Internazionale
"
Starting XI
1,J. Posavec,[],1,S. Handanovič,[]
97,G. Pezzella,[],15,C. Ansaldi,"[('yellow-card', ""22'""), ('sec-yellow-card', ""79'"")]"
15,T. Cionek,[],24,J. Murillo,[]
12,G. González,[],33,D. D'Ambrosio,"[('yellow-card', ""35'"")]"
6,E. Goldaniga,"[('yellow-card', ""44'"")]",25,João Miranda,[]
3,A. Rispoli,"[('sub-out', ""78'"")]",77,M. Brozović,[]
25,Bruno Henrique,"[('sub-out', ""72'"")]",19,É. Banega,"[('sub-out', ""55'"")]"
28,M. Jajalo,"[('sub-out', ""81'"")]",5,R. Gagliardini,[]
14,A. Gazzi,"[('yellow-card', ""63'""), ('sec-yellow-card', ""90'+"")]",44,I. Perišić,"[('sub-out', ""77'"")]"
21,R. Quaison,"[('yellow-card', ""90'+"")]",9,M. Icardi,[]
30,I. Nestorovski,"[('yellow-card', ""19'"")]",87,A. Candreva,"[('sub-out', ""82'"")]"
