"
Lazio
","
Chievo
"
Starting XI
1,T. Strakosha,[],70,S. Sorrentino,[]
8,D. Basta,"[('sub-out', ""83'"")]",5,A. Gamberini,[]
26,Ş. Radu,"[('sub-out', ""76'"")]",18,M. Gobbi,[]
2,W. Hoedt,[],29,F. Cacciatore,"[('yellow-card', ""45'"")]"
3,S. de Vrij,[],2,N. Spolli,"[('sub-out', ""79'"")]"
16,M. Parolo,[],28,S. Bastien,"[('sub-out', ""80'"")]"
20,L. Biglia,[],1,J. de Guzmán,"[('sub-out', ""64'"")]"
19,S. Lulić,"[('yellow-card', ""85'"")]",23,V. Birsa,[]
10,Felipe Anderson,[],8,I. Radovanović,[]
21,S. Milinković-Savić,"[('yellow-card', ""30'"")]",56,P. Hetemaj,[]
9,F. Đorđević,"[('sub-out', ""76'"")]",45,R. Inglese,[]
