"
Watford
","
Burnley
"
Starting XI
1,Gomes,[],1,T. Heaton,[]
4,Y. Kaboul,[],23,S. Ward,[]
5,S. Prödl,"[('yellow-card', ""77'"")]",2,M. Lowton,[]
15,C. Cathcart,"[('yellow-card', ""90'+"")]",5,M. Keane,[]
25,J. Holebas,"[('yellow-card', ""20'"")]",6,B. Mee,[]
8,T. Cleverley,[],13,J. Hendrick,"[('red-card', ""6'"")]"
11,V. Behrami,"[('sub-out', ""65'"")]",19,J. Barton,[]
29,E. Capoue,"[('yellow-card', ""33'"")]",37,S. Arfield,"[('sub-out', ""77'"")]"
21,M. Niang,"[('yellow-card', ""6'""), ('sub-out', ""81'"")]",21,G. Boyd,"[('sub-out', ""86'"")]"
20,M. Zárate,"[('sub-out', ""87'"")]",7,A. Gray,"[('sub-out', ""55'"")]"
9,T. Deeney,[],10,A. Barnes,[]
