"
Deportivo La Coruña
","
Granada
"
Starting XI
1,G. Lux,[],13,G. Ochoa,[]
12,Sidnei,[],20,M. Saunier,[]
14,Alejandro Arribas,[],17,Rúben Vezo,[]
16,Luisinho,[],35,P. Estupiñán,"[('yellow-card', ""75'"")]"
8,E. Çolak,[],22,D. Foulquier,[]
20,Guilherme,[],23,Litri,"[('yellow-card', ""45'""), ('sub-out', ""84'"")]"
22,C. Borges,[],10,J. Boga,[]
2,Juanfran,[],19,Isaac Cuenca,"[('yellow-card', ""90'+"")]"
11,Carles Gil,"[('sub-out', ""57'"")]",18,Andreas Pereira,"[('yellow-card', ""76'"")]"
10,F. Andone,[],8,M. Wakaso,[]
9,M. Moreno,"[('sub-out', ""74'"")]",24,A. Kravets,"[('sub-out', ""60'"")]"
