"
Leicester City
","
Stoke City
"
Starting XI
1,K. Schmeichel,[],33,L. Grant,[]
25,W. Ndidi,[],8,G. Johnson,[]
29,Y. Benalouane,[],3,E. Pieters,[]
6,R. Huth,[],17,R. Shawcross,"[('yellow-card', ""16'"")]"
17,D. Simpson,[],15,B. Martins Indi,[]
28,C. Fuchs,"[('yellow-card', ""60'"")]",4,J. Allen,[]
22,D. Gray,"[('sub-out', ""87'"")]",6,G. Whelan,"[('yellow-card', ""29'""), ('sub-out', ""70'"")]"
4,D. Drinkwater,[],19,J. Walters,"[('sub-out', ""54'"")]"
20,S. Okazaki,"[('sub-out', ""73'"")]",9,S. Berahino,"[('sub-out', ""70'"")]"
9,J. Vardy,"[('sub-out', ""81'"")]",10,M. Arnautović,"[('yellow-card', ""90'+"")]"
26,R. Mahrez,[],32,Ramadan Sobhi,[]
