"
Bolton Wanderers
","
Crystal Palace
"
Starting XI
13,B. Alnwick,[],1,J. Speroni,[]
20,A. Taylor,[],34,M. Kelly,[]
32,T. Thorpe,[],2,J. Ward,[]
31,D. Wheater,[],19,Z. Fryers,[]
5,M. Beevers,"[('yellow-card', ""51'"")]",27,D. Delaney,[]
23,L. Wilson,[],4,M. Flamini,[]
6,J. Vela,[],14,Chung-Yong Lee,[]
8,J. Spearing,"[('yellow-card', ""60'"")]",22,J. Mutch,[]
24,J. Henry,"[('sub-out', ""86'"")]",16,J. Ledley,"[('sub-out', ""66'"")]"
10,Z. Clough,"[('sub-out', ""80'"")]",9,F. Campbell,"[('sub-out', ""80'"")]"
14,G. Madine,"[('sub-out', ""80'"")]",8,L. Rémy,"[('sub-out', ""46'"")]"
