"
Sporting Gijón
","
Celta de Vigo
"
Starting XI
1,Pichu Cuéllar,"[('yellow-card', ""90'+"")]",13,Rubén Blanco,[]
4,Jorge Meré,"[('red-card', ""74'"")]",20,Sergi Gómez,[]
15,Canella,[],21,Planas,[]
5,F. Amorebieta,"[('yellow-card', ""58'"")]",24,F. Roncaglia,"[('yellow-card', ""90'+"")]"
2,Douglas Pereira,[],3,Fontàs,"[('yellow-card', ""55'""), ('sub-out', ""69'"")]"
6,Sergio Álvarez,[],16,Jozabed ,"[('sub-out', ""59'"")]"
23,Moi Gómez,[],23,Josep Señé,[]
22,Mikel Vesga,[],5,M. Díaz,"[('yellow-card', ""57'"")]"
14,Burgui,"[('sub-out', ""72'"")]",6,N. Radoja,[]
8,L. Traoré,"[('sub-out', ""86'"")]",25,G. Rossi,"[('sub-out', ""79'"")]"
19,Carlos Carmona,"[('sub-out', ""79'"")]",7,T. Bongonda,[]
