"
Ingolstadt
","
Borussia M'gladbach
"
Starting XI
35,M. Hansen,[],1,Y. Sommer,[]
3,A. Jung,"[('yellow-card', ""23'""), ('sub-out', ""46'"")]",17,O. Wendt,[]
29,M. Suttner,[],3,A. Christensen,[]
32,M. Tisserand,"[('yellow-card', ""63'""), ('sub-out', ""72'"")]",24,T. Jantschke,[]
18,R. Brégerie,[],4,J. Vestergaard,[]
33,F. Hadergjonaj,[],6,C. Kramer,[]
34,M. Matip,[],5,T. Strobl,"[('sub-out', ""61'"")]"
10,P. Groß,"[('sub-out', ""78'"")]",23,J. Hofmann,[]
36,A. Cohen,[],19,F. Johnson,[]
6,A. Morales,[],13,L. Stindl,"[('sub-out', ""87'"")]"
11,D. Lezcano,[],9,J. Drmic,"[('sub-out', ""80'"")]"
