"
Egypt
","
Morocco"
Starting XI
1,Essam El Hadary,[],12,Munir,[]
6,Ahmed Hegazi,[],2,H. Mendyl,[]
15,Karim Hafez,"[('sub-out', ""63'"")]",5,M. Benatia,[]
7,Ahmed Fathy,[],4,M. da Costa,[]
2,Ali Gabr,[],6,R. Saïss,"[('sub-out', ""90'+"")]"
10,Mohamed Salah,[],11,F. Fajr,[]
3,Ahmed El Mohamady,[],8,K. El Ahmadi,[]
19,Abdalla El Said,[],14,M. Boussoufa,[]
8,Tarek Hamed,"[('yellow-card', ""13'""), ('sub-out', ""90'+"")]",17,N. Dirar,[]
21,Trézéguet,[],20,A. Bouhaddouz,"[('sub-out', ""78'"")]"
18,Marwan Mohsen,"[('sub-out', ""43'"")]",7,Y. En-Nesyri,[]
