"
Atlas
","
Tigres UANL
"
Starting XI
1,O. Ustari,[],1,N. Guzmán,[]
3,L. Jiménez,"[('yellow-card', ""38'"")]",4,H. Ayala,[]
12,D. Arreola,[],6,Jorge Torres,[]
4,R. Márquez,[],14,J. Estrada,"[('sub-out', ""46'"")]"
13,J. Salas,[],3,Juninho,[]
14,R. Reyes,[],29,J. Dueñas,"[('yellow-card', ""82'"")]"
9,F. Martínez,"[('sub-out', ""86'"")]",19,G. Pizarro,"[('yellow-card', ""88'"")]"
23,A. Tabó,"[('sub-out', ""58'"")]",11,D. Álvarez,"[('sub-out', ""46'"")]"
11,M. Alustiza,"[('sub-out', ""82'"")]",18,I. Sosa,[]
15,B. Garnica,[],25,J. Damm,"[('sub-out', ""71'"")]"
27,J. Madueña,[],10,A. Gignac,"[('yellow-card', ""89'"")]"
