"
Nancy
","
Angers SCO
"
Starting XI
1,S. Chernik,[],1,D. Petric,[]
4,M. Diagne,[],21,P. Martinez,[]
3,T. Badila,[],8,I. Traoré,[]
14,J. Cuffaut,[],3,Y. Andreu,[]
2,C. Lenglet,[],24,R. Thomas,[]
19,L. Puyo,"[('sub-out', ""90'+"")]",18,B. Santamaria,[]
6,Y. Ait Bennasser,[],17,C. N'Doye,[]
18,D. Guidileye,[],5,T. Mangani,"[('sub-out', ""56'"")]"
8,V. Marchetti,"[('yellow-card', ""78'""), ('sub-out', ""87'"")]",19,N. Pepe,"[('yellow-card', ""90'"")]"
10,I. Dia,"[('sub-out', ""75'"")]",7,K. Toko Ekambi,"[('sub-out', ""71'"")]"
9,M. Dalé,[],9,F. Diedhiou,"[('sub-out', ""77'"")]"
