"
Ajax
","
AZ
"
Starting XI
24,A. Onana,[],24,T. Krul,[]
2,K. Tete,[],5,R. Haps,"[('yellow-card', ""43'"")]"
5,D. Sánchez,[],23,D. Luckassen,[]
26,N. Viergever,[],2,M. Johansson,[]
10,D. Klaassen,"[('sub-out', ""46'"")]",3,R. van Eijden,[]
22,H. Ziyech,"[('sub-out', ""74'"")]",20,M. Seuntjens,[]
8,D. Sinkgraven,[],8,J. van Overeem,"[('yellow-card', ""60'""), ('sub-out', ""79'"")]"
20,L. Schöne,[],30,S. Wuytens,[]
9,B. Traoré,[],19,D. dos Santos,[]
11,A. Younes,[],9,W. Weghorst,[]
45,J. Kluivert,"[('sub-out', ""79'"")]",7,A. Jahanbakhsh,[]
