"
Puebla
","
Querétaro
"
Starting XI
17,C. Campestrini,[],1,Tiago Volpi,[]
7,E. Orrantía,[],27,H. Mier,[]
5,E. Dueñas,[],3,M. Martínez,[]
22,P. Araújo,[],12,J. Bornstein,[]
3,C. Gutiérrez,[],5,N. Domínguez,"[('yellow-card', ""22'""), ('sub-out', ""46'"")]"
16,D. Toledo,[],29,N. Cardozo,"[('yellow-card', ""43'""), ('sub-out', ""46'"")]"
6,P. Míguez,[],28,J. Gómez,"[('yellow-card', ""45'+"")]"
25,A. Canelo,"[('sub-out', ""78'"")]",21,M. Jiménez,[]
28,F. Torres,"[('sub-out', ""72'"")]",19,Y. Candelo,"[('sub-out', ""79'"")]"
34,G. Esparza,[],30,E. Villa,[]
9,J. Amione,"[('sub-out', ""64'""), ('yellow-card', ""90'+"")]",11,E. Benítez,[]
