"
Arsenal
","
Stoke City
"
Starting XI
33,P. Čech,[],33,L. Grant,[]
18,Nacho Monreal,[],8,G. Johnson,[]
20,S. Mustafi,"[('sub-out', ""25'"")]",5,Muniesa,[]
5,Gabriel Paulista,[],15,B. Martins Indi,[]
6,L. Koscielny,[],3,E. Pieters,[]
11,M. Özil,[],16,C. Adam,"[('sub-out', ""81'"")]"
15,A. Oxlade-Chamberlain,"[('sub-out', ""69'"")]",4,J. Allen,[]
34,F. Coquelin,[],21,G. Imbula,[]
29,G. Xhaka,[],22,X. Shaqiri,"[('sub-out', ""86'"")]"
14,T. Walcott,[],10,M. Arnautović,[]
7,A. Sánchez,"[('sub-out', ""78'"")]",18,M. Diouf,"[('sub-out', ""72'"")]"
