"
West Ham United
","
Arsenal
"
Starting XI
1,D. Randolph,[],33,P. Čech,[]
19,J. Collins,"[('sub-out', ""7'"")]",6,L. Koscielny,"[('yellow-card', ""67'"")]"
21,A. Ogbonna,[],5,Gabriel Paulista,[]
26,A. Masuaku,[],18,Nacho Monreal,[]
2,W. Reid,"[('yellow-card', ""65'"")]",20,S. Mustafi,"[('yellow-card', ""82'"")]"
14,Pedro Obiang,[],11,M. Özil,"[('sub-out', ""88'"")]"
10,M. Lanzini,[],29,G. Xhaka,[]
27,D. Payet,[],15,A. Oxlade-Chamberlain,[]
31,E. Fernandes,"[('sub-out', ""63'"")]",34,F. Coquelin,"[('yellow-card', ""30'""), ('sub-out', ""87'"")]"
16,M. Noble,"[('sub-out', ""73'"")]",14,T. Walcott,"[('sub-out', ""66'"")]"
24,A. Fletcher,"[('yellow-card', ""59'"")]",7,A. Sánchez,[]
