"
SJ Earthquakes
","
Seattle Sounders
"
Starting XI
1,D. Bingham,[],24,S. Frei,[]
23,F. Jungwirth,[],33,J. Jones,[]
20,S. Francis,"[('sub-out', ""88'"")]",14,C. Marshall,[]
24,N. Lima,[],29,R. Torres,"[('sub-out', ""15'"")]"
27,F. Alashe,"[('yellow-card', ""83'"")]",91,O. Fisher,"[('sub-out', ""70'"")]"
17,D. Cerén,[],19,H. Shipp,[]
49,S. Dawkins,"[('sub-out', ""66'"")]",10,N. Lodeiro,"[('yellow-card', ""45'+"")]"
10,J. Hyka,"[('sub-out', ""81'"")]",6,O. Alonso,[]
30,A. Godoy,"[('yellow-card', ""33'"")]",7,C. Roldan,[]
8,C. Wondolowski,[],13,J. Morris,[]
21,M. Ureña,[],2,C. Dempsey,"[('sub-out', ""88'"")]"
