"
Deportivo Alavés
","
Valencia
"
Starting XI
1,Fernando Pacheco,[],1,Diego Alves,[]
24,Z. Feddal,[],23,A. Abdennour,[]
15,T. Hernández,"[('yellow-card', ""42'"")]",6,Guilherme Siqueira,[]
5,Laguardia,"[('yellow-card', ""68'"")]",2,João Cancelo,"[('yellow-card', ""16'"")]"
8,Víctor Camarasa,"[('sub-out', ""85'"")]",24,E. Garay,[]
21,Kiko Femenía,[],10,Dani Parejo,[]
6,Marcos Llorente,"[('yellow-card', ""41'"")]",15,F. Orellana,"[('yellow-card', ""77'""), ('sec-yellow-card', ""88'"")]"
19,Manu García,"[('yellow-card', ""18'"")]",7,Mario Suárez,"[('sub-out', ""88'"")]"
18,Toquero,"[('sub-out', ""75'"")]",18,Carlos Soler,"[('yellow-card', ""75'""), ('sub-out', ""88'"")]"
11,Ibai Gómez,[],9,Munir,"[('sub-out', ""67'"")]"
9,C. Santos,"[('sub-out', ""61'"")]",12,S. Zaza,[]
