"
Atlético Madrid
","
Leganés
"
Starting XI
1,Moyà,[],13,Iago Herrerín,[]
20,Juanfran,[],17,Víctor Díaz,"[('sub-out', ""72'"")]"
15,S. Savić,"[('yellow-card', ""32'"")]",18,Pablo Ínsua,[]
3,Filipe Luis,[],3,Bustinza,[]
2,D. Godín,[],22,D. Siovas,[]
6,Koke,[],15,Diego Rico,[]
8,Saúl,"[('sub-out', ""46'"")]",11,A. Szymanowski,[]
14,Gabi,[],19,Unai López,"[('sub-out', ""63'"")]"
23,N. Gaitán,"[('sub-out', ""57'"")]",12,Erik Morán,"[('yellow-card', ""30'""), ('sub-out', ""77'"")]"
9,Fernando Torres,[],9,Guerrero,[]
7,A. Griezmann,"[('sub-out', ""73'"")]",10,Bueno,[]
