"
Dijon
","
Nice
"
Starting XI
30,B. Reynet,[],30,Y. Cardinale,[]
27,C. Varrault,[],29,Dalbert Henrique,[]
26,F. Chafik,[],2,A. Souquet,[]
5,O. Haddadi,[],31,Dante,[]
4,J. Lotiès,[],4,P. Baysse,[]
10,J. Bela,"[('sub-out', ""77'"")]",6,J. Seri,[]
17,M. Abeid,"[('yellow-card', ""24'"")]",18,R. Walter,[]
18,F. Sammaritano,"[('sub-out', ""87'"")]",5,Y. Belhanda,[]
20,R. Amalfitano,[],13,V. Eysseric,[]
8,P. Lees Melou,"[('yellow-card', ""27'"")]",25,W. Cyprien,"[('yellow-card', ""37'"")]"
11,Júlio Tavares,"[('sub-out', ""90'"")]",9,M. Balotelli,"[('sub-out', ""87'"")]"
