"
Internazionale
","
Roma
"
Starting XI
1,S. Handanovič,[],1,W. Szczęsny,[]
24,J. Murillo,"[('yellow-card', ""83'"")]",3,Juan Jesus,[]
33,D. D'Ambrosio,[],13,Bruno Peres,"[('sub-out', ""89'"")]"
17,G. Medel,[],2,A. Rüdiger,[]
5,R. Gagliardini,[],44,K. Manolas,[]
7,G. Kondogbia,[],20,F. Fazio,"[('yellow-card', ""83'"")]"
77,M. Brozović,"[('sub-out', ""55'"")]",11,Mohamed Salah,"[('sub-out', ""71'"")]"
6,João Mário,"[('sub-out', ""80'"")]",4,R. Nainggolan,[]
9,M. Icardi,[],6,K. Strootman,[]
44,I. Perišić,"[('yellow-card', ""6'"")]",16,D. De Rossi,"[('yellow-card', ""40'""), ('sub-out', ""84'"")]"
87,A. Candreva,"[('sub-out', ""75'"")]",9,E. Džeko,[]
