"
Everton
","
Leicester City
"
Starting XI
1,Joel Robles,[],1,K. Schmeichel,[]
5,A. Williams,[],5,W. Morgan,[]
25,Ramiro Funes Mori,"[('yellow-card', ""81'"")]",3,B. Chilwell,[]
23,S. Coleman,[],17,D. Simpson,[]
30,M. Holgate,"[('sub-out', ""46'"")]",6,R. Huth,[]
3,L. Baines,[],25,W. Ndidi,[]
26,T. Davies,[],24,N. Mendy,[]
8,R. Barkley,"[('sub-out', ""75'"")]",4,D. Drinkwater,[]
18,G. Barry,[],22,D. Gray,"[('sub-out', ""77'"")]"
19,E. Valencia,"[('sub-out', ""62'"")]",11,M. Albrighton,"[('sub-out', ""84'"")]"
10,R. Lukaku,[],23,L. Ulloa,"[('sub-out', ""35'"")]"
