"
Hertha BSC
","
Werder Bremen
"
Starting XI
22,R. Jarstein,[],33,J. Drobný,[]
21,M. Plattenhardt,[],4,R. Bauer,[]
15,S. Langkamp,"[('sub-out', ""20'"")]",18,N. Moisander,[]
2,P. Pekarík,"[('sub-out', ""71'"")]",2,S. García,"[('sub-out', ""78'"")]"
28,F. Lustenberger,[],26,L. Sané,[]
5,N. Stark,[],8,C. Fritz,"[('yellow-card', ""64'"")]"
6,V. Darida,[],29,S. Gnabry,"[('sub-out', ""88'"")]"
7,A. Esswein,"[('sub-out', ""57'"")]",22,F. Bartels,[]
3,P. Skjelbred,[],44,P. Bargfrede,"[('yellow-card', ""62'"")]"
19,V. Ibišević,[],10,M. Kruse,"[('yellow-card', ""81'""), ('sub-out', ""84'"")]"
8,S. Kalou,[],14,C. Pizarro,[]
