"
Juventus
","
Empoli
"
Starting XI
25,Neto,[],28,Ł. Skorupski,[]
19,L. Bonucci,[],21,M. Pasqual,[]
24,D. Rugani,[],2,V. Laurini,"[('sub-out', ""70'"")]"
23,Dani Alves,[],6,G. Bellusci,"[('yellow-card', ""82'"")]"
12,Alex Sandro,[],15,A. Costa,[]
8,C. Marchisio,"[('sub-out', ""79'"")]",10,O. El Kaddouri,[]
27,S. Sturaro,"[('sub-out', ""74'"")]",5,J. Mauri,"[('sub-out', ""77'"")]"
5,M. Pjanić,[],8,A. El Hadji,[]
7,J. Cuadrado,"[('sub-out', ""85'"")]",33,R. Krunić,[]
17,M. Mandžukić,[],20,M. Pucciarelli,[]
9,G. Higuaín,[],89,G. Marilungo,"[('sub-out', ""70'"")]"
