"
Vitesse
","
Excelsior
"
Starting XI
1,E. Room,[],22,T. Muyters,"[('yellow-card', ""40'"")]"
8,K. Ota,[],4,H. Drost,[]
37,G. Kashia,[],5,B. Kuipers,"[('yellow-card', ""56'"")]"
6,A. Kruiswijk,[],15,J. Mattheij,"[('yellow-card', ""24'"")]"
5,K. Leerdam,[],2,K. Karami,[]
34,L. Baker,[],24,H. Faik,[]
21,S. Yeini,[],12,Jeffry Fortes,[]
25,N. Foor,[],18,K. Vermeulen,[]
30,A. Koryan,"[('sub-out', ""62'"")]",17,Fredy,"[('sub-out', ""90'+"")]"
13,R. van Wolfswinkel,"[('sub-out', ""74'"")]",11,S. Elbers,"[('sub-out', ""83'"")]"
16,M. van Bergen,"[('sub-out', ""61'"")]",7,N. Hasselbaink,"[('sub-out', ""76'"")]"
