"
Monterrey
","
Chiapas
"
Starting XI
1,H. González,[],23,M. Muñoz,[]
18,L. Fuentes,"[('yellow-card', ""37'"")]",2,B. Angulo,[]
6,E. Juárez,[],34,A. Mosquera,[]
25,N. Sánchez,[],15,Bruno Pires,"[('yellow-card', ""73'"")]"
3,C. Montes,"[('yellow-card', ""78'"")]",24,J. Patiño,[]
13,C. Sánchez,[],10,J. Fabbro,[]
14,Alfonso González,"[('sub-out', ""79'"")]",8,D. De La Torre,"[('yellow-card', ""29'""), ('sub-out', ""58'"")]"
10,E. Cardona,"[('yellow-card', ""17'""), ('sub-out', ""82'"")]",28,Lucas Silva,[]
21,J. Molina,[],18,D. Villalpando,[]
7,Rogelio Funes Mori,[],29,Derley,"[('sub-out', ""68'"")]"
23,Y. Chará,"[('sub-out', ""66'"")]",27,J. Nava,"[('sub-out', ""63'"")]"
