"
Feyenoord
","
Go Ahead Eagles"
Starting XI
25,B. Jones,[],1,T. Zwarthoed,[]
26,B. Nieuwkoop,"[('sub-out', ""69'"")]",32,J. Groenbast,[]
6,J. van der Heijden,[],3,S. Fischer,[]
33,Eric Botteghin,[],4,X. Schenk,[]
18,M. Nelom,[],7,D. Crowley,"[('sub-out', ""46'"")]"
28,J. Toornstra,[],6,S. Duits,[]
8,K. El Ahmadi,[],29,Chirivella,[]
29,M. Kramer,[],24,M. Ritzmaier,[]
19,S. Berghuis,"[('sub-out', ""75'"")]",77,J. Antonia,[]
11,E. Elia,"[('sub-out', ""60'"")]",19,S. Hendriks,"[('sub-out', ""46'"")]"
7,D. Kuijt,[],28,E. Manu,"[('sub-out', ""82'"")]"
