"
Bayern München
","
Wolfsburg
"
Starting XI
1,M. Neuer,[],1,D. Benaglio,[]
21,P. Lahm,[],5,J. Bruma,[]
27,D. Alaba,[],34,R. Rodríguez,[]
8,Javi Martínez,[],4,M. Schäfer,"[('sub-out', ""22'"")]"
23,A. Vidal,"[('sub-out', ""71'"")]",31,R. Knoche,[]
18,Juan Bernat,[],7,D. Caligiuri,[]
10,A. Robben,[],14,J. Błaszczykowski,"[('sub-out', ""83'"")]"
7,F. Ribéry,"[('sub-out', ""77'"")]",23,J. Guilavogui,[]
6,Thiago Alcântara,"[('yellow-card', ""25'""), ('sub-out', ""81'"")]",13,Y. Gerhardt,[]
25,T. Müller,[],17,Borja Mayoral,"[('sub-out', ""61'"")]"
9,R. Lewandowski,[],33,M. Gómez,[]
