"
Vancouver Whitecaps
","
Tigres UANL
"
Starting XI
1,D. Ousted,[],1,N. Guzmán,[]
26,T. Parker,[],4,H. Ayala,[]
4,K. Waston,[],3,Juninho,"[('sub-out', ""86'"")]"
25,S. Williams,"[('sub-out', ""78'"")]",6,Jorge Torres,[]
2,J. Harvey,[],28,L. Rodríguez,[]
13,C. Techera,[],20,J. Aquino,[]
8,A. Jacobson,"[('sub-out', ""61'"")]",29,J. Dueñas,[]
7,C. Bolaños,[],19,G. Pizarro,[]
20,B. Shea,"[('sub-out', ""10'"")]",26,E. Vargas,"[('sub-out', ""78'"")]"
15,M. Laba,"[('yellow-card', ""43'"")]",10,A. Gignac,[]
12,F. Montero,[],18,I. Sosa,"[('sub-out', ""83'"")]"
